gene	tissue	rsq	pval	chr
ENSG00000134253.9	Brain_Nucleus_accumbens_basal_ganglia	0.173902975554373	6.67047171110907e-10	1
ENSG00000189181.4	Brain_Nucleus_accumbens_basal_ganglia	0.270694810530637	2.08910259342274e-15	1
ENSG00000235021.1	Brain_Nucleus_accumbens_basal_ganglia	0.283921117136866	3.27420240995218e-16	1
ENSG00000016602.9	Brain_Nucleus_accumbens_basal_ganglia	0.301825127317181	2.52688902834059e-17	1
ENSG00000023572.8	Brain_Nucleus_accumbens_basal_ganglia	0.289388672900131	1.50738639227829e-16	1
ENSG00000023909.9	Brain_Nucleus_accumbens_basal_ganglia	0.269731538018541	2.38798367415184e-15	1
ENSG00000035687.9	Brain_Nucleus_accumbens_basal_ganglia	0.173374764692294	7.12103892327713e-10	1
ENSG00000057468.6	Brain_Nucleus_accumbens_basal_ganglia	0.518777104900293	1.33674249908512e-33	1
ENSG00000066557.5	Brain_Nucleus_accumbens_basal_ganglia	0.104888495806917	2.57924945975185e-06	1
ENSG00000076258.9	Brain_Nucleus_accumbens_basal_ganglia	0.144857776440519	2.30336336283936e-08	1
ENSG00000077152.9	Brain_Nucleus_accumbens_basal_ganglia	0.479439444793147	3.59200439476535e-30	1
ENSG00000084073.8	Brain_Nucleus_accumbens_basal_ganglia	0.203135232340568	1.68806527122782e-11	1
ENSG00000084628.9	Brain_Nucleus_accumbens_basal_ganglia	0.346702476713589	3.07640197876592e-20	1
ENSG00000090432.6	Brain_Nucleus_accumbens_basal_ganglia	0.496991385060986	1.14314255189238e-31	1
ENSG00000091483.6	Brain_Nucleus_accumbens_basal_ganglia	0.404409218736758	2.74888858941318e-24	1
ENSG00000097096.8	Brain_Nucleus_accumbens_basal_ganglia	0.189924844497033	9.0237716633197e-11	1
ENSG00000116273.5	Brain_Nucleus_accumbens_basal_ganglia	0.322260758294936	1.25496326160752e-18	1
ENSG00000116752.5	Brain_Nucleus_accumbens_basal_ganglia	0.206436804873632	1.10594259623195e-11	1
ENSG00000116771.5	Brain_Nucleus_accumbens_basal_ganglia	0.179764660284046	3.22153876175019e-10	1
ENSG00000116819.6	Brain_Nucleus_accumbens_basal_ganglia	0.117344049288032	6.03111918546785e-07	1
ENSG00000116903.7	Brain_Nucleus_accumbens_basal_ganglia	0.254348706791385	1.9753936990876e-14	1
ENSG00000116981.3	Brain_Nucleus_accumbens_basal_ganglia	0.41225267634347	7.23357484851577e-25	1
ENSG00000117016.9	Brain_Nucleus_accumbens_basal_ganglia	0.124420154677891	2.62425823185341e-07	1
ENSG00000117118.9	Brain_Nucleus_accumbens_basal_ganglia	0.063697105711255	0.000290517373715779	1
